bike_id,times_used,duration,miles
29230,67.0,46809.0,149.52875
29231,92.0,48997.0,156.51819444444445
29232,49.0,25544.0,81.59888888888888
29234,25.0,31172.0,99.57722222222222
29235,45.0,23287.0,74.38902777777778
29236,61.0,50064.0,159.9266666666667
29237,47.0,23924.0,76.42388888888888
29238,31.0,14748.0,47.111666666666665
29240,52.0,23335.0,74.54236111111112
29241,35.0,17594.0,56.20305555555556
29242,56.0,29441.0,94.04763888888888
29243,66.0,107526.0,343.48583333333335
29244,65.0,60305.0,192.64097222222225
29245,37.0,18580.0,59.35277777777779
29246,73.0,25273.0,80.73319444444442
29247,14.0,24198.0,77.29916666666665
29248,28.0,17782.0,56.80361111111113
29249,42.0,21349.0,68.19819444444445
29250,58.0,26317.0,84.06819444444449
29251,66.0,35727.0,114.1279166666667
29253,12.0,10685.0,34.132638888888884
29255,61.0,27774.0,88.72249999999998
29256,74.0,29239.0,93.40236111111108
29257,41.0,25414.0,81.18361111111113
29258,13.0,5675.0,18.12847222222222
29259,34.0,12683.0,40.515138888888885
29260,88.0,59849.0,191.18430555555554
29262,73.0,35380.0,113.01944444444447
29265,45.0,28049.0,89.60097222222225
29266,87.0,48410.0,154.64305555555558
29267,74.0,30529.0,97.52319444444443
29268,55.0,26768.0,85.50888888888892
29269,61.0,42232.0,134.90777777777774
29270,89.0,46874.0,149.7363888888889
29271,81.0,41634.0,132.9975
29272,42.0,114233.0,364.9109722222222
29273,26.0,621645.0,1985.8104166666667
29274,17.0,9422.0,30.098055555555558
29275,19.0,6931.0,22.140694444444442
29276,64.0,33788.0,107.93388888888892
29277,2.0,344.0,1.0988888888888888
29278,20.0,13087.0,41.80569444444445
29279,6.0,3441.0,10.992083333333333
29280,78.0,42261.0,135.0004166666667
29281,59.0,33552.0,107.18000000000004
29282,58.0,29484.0,94.185
29283,51.0,200534.0,640.5947222222222
29284,64.0,40816.0,130.38444444444445
29285,38.0,19604.0,62.62388888888887
29286,25.0,13718.0,43.82138888888888
29288,75.0,31320.0,100.05000000000003
29289,46.0,20050.0,64.0486111111111
29290,62.0,47934.0,153.12250000000003
29292,66.0,29572.0,94.4661111111111
29293,77.0,38533.0,123.09152777777778
29294,61.0,30271.0,96.69902777777781
29295,22.0,9180.0,29.325000000000003
29296,22.0,21655.0,69.17569444444443
29297,20.0,9283.0,29.65402777777778
29298,53.0,24422.0,78.01472222222223
29299,25.0,10836.0,34.614999999999995
29301,35.0,13235.0,42.27847222222222
29302,10.0,5502.0,17.575833333333335
29303,9.0,4193.0,13.394305555555556
29305,9.0,5104.0,16.304444444444446
29306,43.0,26002.0,83.06194444444444
29307,71.0,58047.0,185.42791666666662
29308,77.0,34557.0,110.39041666666668
29386,5.0,4505.0,14.39097222222222
29434,65.0,40573.0,129.60819444444442
29435,54.0,27274.0,87.12527777777777
29437,31.0,17962.0,57.378611111111105
29438,21.0,9445.0,30.171527777777783
29439,64.0,29196.0,93.26499999999997
29440,46.0,26253.0,83.86375000000004
29442,20.0,107828.0,344.45055555555564
29443,22.0,17194.0,54.92527777777777
29444,81.0,249755.0,797.828472222222
29445,62.0,29506.0,94.25527777777778
29446,65.0,26111.0,83.41013888888888
29447,35.0,21249.0,67.87874999999998
29449,28.0,12167.0,38.86680555555556
29450,39.0,20703.0,66.13458333333334
29451,13.0,39721.0,126.88652777777779
29453,50.0,21441.0,68.49208333333334
29455,63.0,38724.0,123.70166666666667
29458,14.0,18849.0,60.21208333333334
29460,32.0,22436.0,71.67055555555558
29461,80.0,62867.0,200.82513888888897
29463,38.0,32574.0,104.05583333333334
29465,57.0,29327.0,93.68347222222222
29466,63.0,40227.0,128.50291666666672
29468,40.0,40385.0,129.0076388888889
29469,36.0,20044.0,64.02944444444444
29470,38.0,26353.0,84.18319444444445
29471,77.0,46603.0,148.87069444444444
29472,21.0,10552.0,33.70777777777779
29473,40.0,16136.0,51.54555555555555
29474,64.0,34177.0,109.17652777777778
29475,69.0,45726.0,146.06916666666666
29476,37.0,27765.0,88.69375
29477,84.0,41869.0,133.74819444444447
29478,94.0,42121.0,134.5531944444444
29479,73.0,37993.0,121.36652777777778
29481,40.0,26080.0,83.31111111111112
29482,33.0,21395.0,68.34513888888888
29483,47.0,31111.0,99.38236111111111
29484,57.0,22969.0,73.37319444444447
29485,93.0,55589.0,177.57597222222216
29486,33.0,22513.0,71.91652777777777
29487,11.0,4783.0,15.27902777777778
29489,70.0,38297.0,122.33763888888885
29490,47.0,31392.0,100.28
29491,55.0,23847.0,76.17791666666663
29492,81.0,36039.0,115.12458333333332
29493,44.0,30190.0,96.44027777777778
29494,63.0,27442.0,87.66194444444442
29495,9.0,166644.0,532.3349999999999
29496,44.0,18796.0,60.042777777777765
29497,31.0,33543.0,107.15124999999998
29498,56.0,25543.0,81.59569444444446
29499,48.0,21180.0,67.65833333333333
29502,66.0,34012.0,108.64944444444446
29503,63.0,36350.0,116.11805555555556
29504,15.0,5444.0,17.390555555555554
29505,35.0,25040.0,79.98888888888891
29506,46.0,25479.0,81.39125
29507,58.0,193975.0,619.6423611111112
29508,53.0,22009.0,70.30652777777779
29509,87.0,36445.0,116.42152777777777
29510,69.0,43504.0,138.9711111111111
29511,27.0,38253.0,122.19708333333332
29512,55.0,117097.0,374.0598611111111
29513,56.0,35315.0,112.8118055555556
29514,30.0,16467.0,52.602916666666665
29515,53.0,55764.0,178.13500000000002
29516,44.0,35060.0,111.99722222222225
29517,48.0,39237.0,125.34041666666668
29518,42.0,19620.0,62.67499999999999
29519,31.0,27184.0,86.83777777777779
29520,86.0,48697.0,155.55986111111116
29521,63.0,36166.0,115.53027777777784
29522,62.0,34976.0,111.72888888888887
29523,62.0,38913.0,124.30541666666663
29524,49.0,24121.0,77.05319444444446
29525,93.0,50707.0,161.98069444444442
29526,55.0,39209.0,125.25097222222226
29527,47.0,145521.0,464.85875
29529,38.0,17233.0,55.04986111111111
29530,83.0,81050.0,258.9097222222221
29531,42.0,21754.0,69.49194444444446
29533,75.0,52639.0,168.1523611111111
29534,36.0,16935.0,54.097916666666656
29535,24.0,11673.0,37.28875
29536,66.0,42334.0,135.23361111111106
29538,69.0,34004.0,108.6238888888889
29539,69.0,63498.0,202.84083333333328
29540,76.0,39518.0,126.23805555555552
29541,73.0,38216.0,122.07888888888893
29542,60.0,34366.0,109.78027777777778
29544,31.0,21143.0,67.54013888888889
29545,52.0,33770.0,107.87638888888888
29546,81.0,36087.0,115.27791666666668
29548,27.0,11905.0,38.02986111111111
29549,22.0,16062.0,51.30916666666667
29550,63.0,37755.0,120.60624999999999
29551,26.0,12972.0,41.43833333333333
29552,75.0,37704.0,120.44333333333334
29554,55.0,31265.0,99.87430555555554
29555,49.0,24688.0,78.86444444444442
29556,44.0,21668.0,69.21722222222223
29569,71.0,36575.0,116.83680555555557
29571,68.0,36152.0,115.48555555555554
29572,70.0,58410.0,186.58749999999998
29573,44.0,46119.0,147.3245833333333
29575,51.0,37068.0,118.41166666666666
29576,65.0,35014.0,111.85027777777776
29577,64.0,31177.0,99.59319444444448
29578,41.0,18891.0,60.34624999999999
29579,90.0,38883.0,124.2095833333333
29580,74.0,49944.0,159.54333333333327
29581,20.0,12488.0,39.89222222222222
29582,56.0,31191.0,99.63791666666664
29583,98.0,45972.0,146.85500000000002
29584,57.0,33205.0,106.07152777777779
29585,27.0,13624.0,43.52111111111112
29586,52.0,82416.0,263.27333333333326
29587,22.0,17117.0,54.67930555555555
29588,56.0,26220.0,83.75833333333331
29589,26.0,10944.0,34.959999999999994
29590,46.0,29642.0,94.68972222222222
29591,47.0,21370.0,68.26527777777777
29592,58.0,28952.0,92.48555555555555
29593,75.0,42647.0,136.23347222222222
29595,74.0,46319.0,147.9634722222222
29596,54.0,50146.0,160.18861111111113
29597,52.0,33785.0,107.92430555555555
29598,77.0,40259.0,128.6051388888889
29599,14.0,5488.0,17.53111111111111
29600,42.0,19010.0,60.7263888888889
29602,66.0,45538.0,145.46861111111113
29603,60.0,29025.0,92.71874999999997
29604,52.0,31773.0,101.49708333333332
29605,64.0,28332.0,90.505
29606,47.0,23161.0,73.98652777777777
29607,56.0,30705.0,98.08541666666667
29608,61.0,33855.0,108.14791666666665
29609,11.0,5727.0,18.294583333333335
29610,12.0,7383.0,23.584583333333335
29611,50.0,24840.0,79.35
29612,77.0,30526.0,97.51361111111113
29613,72.0,37681.0,120.36986111111106
29614,53.0,36393.0,116.2554166666667
29615,74.0,32997.0,105.40708333333335
29616,63.0,44765.0,142.99930555555554
29617,53.0,78342.0,250.2591666666667
29618,48.0,19439.0,62.096805555555555
29619,29.0,11601.0,37.05875
29620,49.0,20216.0,64.5788888888889
29621,83.0,40103.0,128.10680555555555
29622,79.0,42916.0,137.09277777777783
29623,48.0,29138.0,93.07972222222222
29625,67.0,41459.0,132.4384722222222
29626,74.0,85783.0,274.02902777777786
29627,30.0,15584.0,49.78222222222223
29628,53.0,32184.0,102.81000000000004
29629,67.0,50549.0,161.4759722222222
29634,68.0,31953.0,102.07208333333337
29635,61.0,22816.0,72.88444444444445
29636,31.0,11134.0,35.56694444444444
29638,56.0,23391.0,74.72125000000001
29639,19.0,13837.0,44.20152777777778
29640,63.0,47118.0,150.51583333333338
29641,75.0,39923.0,127.53180555555555
29642,87.0,34001.0,108.61430555555555
29643,38.0,18602.0,59.42305555555558
29644,74.0,58919.0,188.21347222222232
29646,21.0,11525.0,36.81597222222222
29647,28.0,31341.0,100.11708333333331
29653,77.0,34366.0,109.78027777777778
29654,74.0,37316.0,119.20388888888886
29656,66.0,48412.0,154.6494444444445
29658,41.0,21703.0,69.32902777777778
29660,39.0,28569.0,91.26208333333332
29661,56.0,30626.0,97.83305555555559
29662,78.0,39754.0,126.99194444444444
29663,8.0,5126.0,16.374722222222225
29664,26.0,11238.0,35.89916666666666
29666,39.0,31692.0,101.23833333333332
29667,45.0,128889.0,411.72875000000005
29668,61.0,38726.0,123.70805555555553
29669,56.0,33758.0,107.83805555555558
29670,23.0,10255.0,32.75902777777778
29671,70.0,39681.0,126.75874999999998
29672,1.0,25958.0,82.92138888888888
29673,80.0,82927.0,264.90569444444446
29674,74.0,70954.0,226.65861111111101
29675,15.0,8220.0,26.258333333333333
29676,60.0,22146.0,70.74416666666667
29677,26.0,9944.0,31.765555555555558
29678,47.0,23085.0,73.74374999999998
29679,79.0,39108.0,124.92833333333336
29680,37.0,23310.0,74.46249999999998
29681,79.0,78289.0,250.08986111111105
29682,11.0,5969.0,19.06763888888889
30386,31.0,15075.0,48.15625000000001
30546,92.0,49455.0,157.98124999999996
30987,111.0,60243.0,192.44291666666666
31408,36.0,20300.0,64.84722222222221
31868,58.0,35058.0,111.99083333333333
32046,16.0,10994.0,35.11972222222222
32435,30.0,22154.0,70.76972222222221
32769,75.0,34359.0,109.75791666666665
33554,112.0,71077.0,227.0515277777779
33555,51.0,20300.0,64.84722222222221
33556,74.0,44338.0,141.63527777777784
33557,57.0,27073.0,86.48319444444444
33558,82.0,56094.0,179.18916666666664
33559,96.0,50747.0,162.1084722222222
33560,110.0,58567.0,187.08902777777774
33561,64.0,42485.0,135.71597222222223
33562,110.0,46320.0,147.96666666666678
33563,122.0,64248.0,205.2366666666667
33564,99.0,40980.0,130.90833333333336
33565,84.0,31270.0,99.89027777777781
33566,121.0,58038.0,185.39916666666673
33567,76.0,39608.0,126.52555555555557
33568,92.0,48227.0,154.05847222222224
33569,123.0,95037.0,303.5904166666666
33570,69.0,53756.0,171.72055555555556
33571,121.0,69749.0,222.8093055555556
33572,82.0,42528.0,135.85333333333335
33573,77.0,66001.0,210.83652777777777
33574,28.0,18523.0,59.17069444444445
33575,69.0,40093.0,128.07486111111115
33576,88.0,48833.0,155.99430555555557
33577,74.0,39605.0,126.51597222222222
33578,49.0,55847.0,178.40013888888885
33579,78.0,40296.0,128.7233333333333
33580,80.0,164685.0,526.0770833333333
33581,121.0,79095.0,252.66458333333327
33586,67.0,67244.0,214.8072222222222
33587,98.0,56704.0,181.1377777777778
33588,6.0,8174.0,26.11138888888889
33589,68.0,33316.0,106.42611111111113
33590,102.0,66321.0,211.85875000000001
33591,95.0,118427.0,378.3084722222223
33592,70.0,34317.0,109.62375000000002
33593,39.0,30444.0,97.25166666666668
33594,88.0,61830.0,197.5125
33595,94.0,104989.0,335.3815277777778
33597,97.0,70661.0,225.7226388888888
33598,79.0,47762.0,152.57305555555556
33599,77.0,57818.0,184.69638888888886
33600,97.0,51861.0,165.66708333333338
33601,3.0,2043.0,6.52625
33602,92.0,52116.0,166.4816666666667
33604,82.0,43668.0,139.49500000000003
33605,68.0,40266.0,128.6275
33606,55.0,25042.0,79.99527777777777
33607,107.0,68981.0,220.3559722222222
33608,91.0,48949.0,156.3648611111111
33609,110.0,46682.0,149.12305555555557
33610,101.0,50096.0,160.02888888888893
33611,94.0,47794.0,152.6752777777777
33612,94.0,75472.0,241.0911111111112
33613,118.0,63695.0,203.47013888888887
33614,110.0,59944.0,191.48777777777786
33615,78.0,717527.0,2292.100138888889
33617,118.0,62293.0,198.9915277777778
33618,109.0,56986.0,182.0386111111111
33619,77.0,36330.0,116.05416666666669
33620,104.0,60337.0,192.7431944444444
33621,87.0,39596.0,126.48722222222224
33622,105.0,82737.0,264.29875
33623,89.0,39014.0,124.62805555555556
33624,101.0,53513.0,170.94430555555553
33625,135.0,84211.0,269.00736111111087
33626,95.0,49711.0,158.7990277777778
33627,110.0,60762.0,194.10083333333333
33628,116.0,60569.0,193.4843055555556
33629,76.0,44904.0,143.44333333333333
33630,110.0,55410.0,177.00416666666675
33631,22.0,17632.0,56.324444444444445
33632,56.0,966628.0,3087.839444444445
33633,129.0,120173.0,383.8859722222222
33634,69.0,27808.0,88.83111111111108
33635,107.0,62047.0,198.20569444444436
33636,127.0,76811.0,245.36847222222218
33637,53.0,28505.0,91.0576388888889
33638,75.0,39123.0,124.97625000000002
33640,127.0,69285.0,221.32708333333332
33641,72.0,70757.0,226.02930555555557
33646,112.0,84388.0,269.57277777777773
33647,73.0,35153.0,112.29430555555551
33648,42.0,32870.0,105.00138888888893
33649,59.0,39959.0,127.64680555555557
33650,69.0,51231.0,163.65458333333336
33651,61.0,33704.0,107.66555555555553
33652,92.0,48276.0,154.215
33653,95.0,58703.0,187.5234722222222
33654,117.0,60404.0,192.95722222222227
33655,54.0,34198.0,109.24361111111112
33656,110.0,79428.0,253.72833333333332
33657,76.0,43214.0,138.04472222222228
33658,102.0,60302.0,192.6313888888889
33659,93.0,53958.0,172.3658333333334
33660,86.0,47792.0,152.66888888888892
33661,97.0,42847.0,136.87236111111116
33662,103.0,67316.0,215.0372222222222
33663,82.0,51252.0,163.7216666666667
33664,55.0,39955.0,127.63402777777782
33665,104.0,55169.0,176.2343055555555
33666,98.0,61169.0,195.4009722222223
33667,54.0,53865.0,172.06875000000005
33668,92.0,42715.0,136.45069444444448
33669,79.0,57701.0,184.3226388888889
33670,91.0,51007.0,162.93902777777782
33674,86.0,52601.0,168.0309722222222
33675,68.0,77403.0,247.2595833333333
33676,88.0,54615.0,174.46458333333337
33677,120.0,108405.0,346.29375
33678,42.0,40685.0,129.96597222222223
33679,87.0,46349.0,148.0593055555556
33680,68.0,31234.0,99.77527777777775
33681,104.0,48242.0,154.10638888888886
33682,64.0,39833.0,127.24430555555556
